"","TR"
"3625",13.2
"3626",13.18
"3627",13.17
"3628",13.05
"3629",12.89
"3630",12.97
"3631",12.83
"3632",12.88
"3633",12.89
"3634",12.87
"3635",12.98
"3636",13.13
"3637",13.21
"3638",13.18
"3639",13.14
"3640",13.19
"3641",13.23
"3642",13.25
"3643",13.26
"3644",13.25
"3645",13.28
"3646",13.3
"3647",13.37
"3648",13.37
"3649",13.34
"3650",13.28
"3651",13.29
"3652",13.32
"3653",13.33
"3654",13.41
"3655",13.37
"3656",13.4
"3657",13.31
"3658",13.19
"3659",13.07
"3660",13.12
"3661",13
"3662",12.82
"3663",12.94
"3664",12.91
"3665",12.95
"3666",12.89
"3667",12.95
"3668",12.94
"3669",12.94
"3670",13.01
"3671",13.03
"3672",12.99
"3673",13.01
"3674",13.06
"3675",13.18
"3676",13.2
"3677",13.23
"3678",13.19
"3679",13.12
"3680",13.14
"3681",13.15
"3682",13.18
"3683",13.16
"3684",13.12
"3685",13.16
"3686",13.27
"3687",13.35
"3688",13.37
"3689",13.37
"3690",13.31
"3691",13.27
"3692",13.3
"3693",13.31
"3694",13.38
"3695",13.35
"3696",13.43
"3697",13.43
"3698",13.51
"3699",13.53
"3700",13.49
"3701",13.5
"3702",13.48
"3703",13.55
"3704",13.65
"3705",13.64
"3706",13.79
"3707",13.82
"3708",13.87
"3709",13.86
"3710",13.79
"3711",13.75
"3712",13.75
"3713",13.76
"3714",13.82
"3715",13.7
"3716",13.64
"3717",13.68
"3718",13.72
"3719",13.88
"3720",13.81
"3721",13.79
"3722",13.6
"3723",13.53
"3724",13.51
"3725",13.47
"3726",13.5
"3727",13.53
"3728",13.61
"3729",13.56
"3730",13.59
"3731",13.56
"3732",13.36
"3733",13.31
"3734",13.29
"3735",13.37
"3736",13.47
"3737",13.64
"3738",13.64
"3739",13.69
"3740",13.72
"3741",13.71
"3742",13.69
"3743",13.75
"3744",13.66
"3745",13.61
"3746",13.51
"3747",13.51
"3748",13.55
"3749",13.63
"3750",13.84
"3751",13.81
"3752",13.71
"3753",13.68
"3754",13.71
"3755",13.59
"3756",13.59
"3757",13.66
"3758",13.65
"3759",13.61
"3760",13.56
"3761",13.65
"3762",13.64
"3763",13.64
"3764",13.58
"3765",13.52
"3766",13.43
"3767",13.18
"3768",13.17
"3769",13.25
"3770",13.3
"3771",13.33
"3772",13.31
"3773",13.17
"3774",13.27
"3775",13.28
"3776",13.26
"3777",13.19
"3778",13.01
"3779",13.03
"3780",13.08
"3781",13.11
"3782",13.25
"3783",13.3
"3784",13.36
"3785",13.34
"3786",13.33
"3787",13.42
"3788",13.42
"3789",13.45
"3790",13.51
"3791",13.46
"3792",13.5
"3793",13.49
"3794",13.45
"3795",13.5
"3796",13.49
"3797",13.52
"3798",13.53
"3799",13.56
"3800",13.55
"3801",13.56
"3802",13.67
"3803",13.79
"3804",13.82
"3805",13.8
"3806",13.73
"3807",13.66
"3808",13.66
"3809",13.69
"3810",13.72
"3811",13.72
"3812",13.78
"3813",13.72
"3814",13.78
"3815",13.79
"3816",13.86
"3817",14.03
"3818",14.12
"3819",14.11
"3820",14.14
"3821",14.13
"3822",14.16
"3823",14.17
"3824",14.18
"3825",14.26
"3826",14.25
"3827",14.18
"3828",14.17
"3829",14.23
"3830",14.3
"3831",14.33
"3832",14.21
"3833",14.33
"3834",14.29
"3835",14.27
"3836",14.29
"3837",14.28
"3838",14.17
"3839",14.21
"3840",14.22
"3841",14.38
"3842",14.39
"3843",14.47
"3844",14.45
"3845",14.53
"3846",14.53
"3847",14.54
"3848",14.51
"3849",14.52
"3850",14.53
"3851",14.67
"3852",14.74
"3853",14.77
"3854",14.75
"3855",14.74
"3856",14.71
"3857",14.73
"3858",14.8
"3859",14.81
"3860",14.83
"3861",14.82
"3862",14.86
"3863",14.84
"3864",14.89
"3865",14.95
"3866",14.87
"3867",14.83
"3868",14.79
"3869",14.81
"3870",14.89
"3871",15
"3872",14.99
"3873",15.01
"3874",15.04
"3875",15.07
"3876",15.06
"3877",15.07
"3878",15.21
"3879",15.2
"3880",15.19
"3881",15.3
"3882",15.31
"3883",15.33
"3884",15.37
"3885",15.41
"3886",15.48
"3887",15.5
"3888",15.47
"3889",15.28
"3890",15.27
"3891",15.38
"3892",15.51
"3893",15.51
"3894",15.51
"3895",15.39
"3896",15.36
"3897",15.58
"3898",15.61
"3899",15.62
"3900",15.71
"3901",15.71
"3902",15.66
"3903",15.66
"3904",15.55
"3905",15.63
"3906",15.77
"3907",15.79
"3908",15.83
"3909",15.9
"3910",16.04
"3911",16.05
"3912",16.04
"3913",16.23
"3914",16.19
"3915",16.03
"3916",15.98
"3917",16.03
"3918",16.03
"3919",16.08
"3920",16.13
"3921",16.17
"3922",16.35
"3923",16.45
"3924",16.48
"3925",16.43
"3926",16.61
"3927",16.62
"3928",16.6
"3929",16.67
"3930",16.54
"3931",16.27
"3932",16.37
"3933",16.39
"3934",16.51
"3935",16.63
"3936",16.68
"3937",16.79
"3938",16.75
"3939",16.74
"3940",16.66
"3941",16.63
"3942",16.62
"3943",16.64
"3944",16.69
"3945",16.7
"3946",16.7
"3947",16.66
"3948",16.61
"3949",16.73
"3950",16.72
"3951",16.79
"3952",16.8
"3953",16.81
"3954",16.78
"3955",16.81
"3956",16.77
"3957",16.76
"3958",16.83
"3959",16.79
"3960",16.8
"3961",16.85
"3962",16.9
"3963",16.96
"3964",17.13
"3965",17.19
"3966",17.21
"3967",17.3
"3968",17.34
"3969",17.39
"3970",17.46
"3971",17.57
"3972",17.54
"3973",17.52
"3974",17.58
"3975",17.66
"3976",17.55
"3977",17.5
"3978",17.47
"3979",17.45
"3980",17.4
"3981",17.56
"3982",17.55
"3983",17.44
"3984",17.42
"3985",17.34
"3986",17.4
"3987",17.4
"3988",17.22
"3989",17.18
"3990",17.29
"3991",17.43
"3992",17.49
"3993",17.46
"3994",17.57
"3995",17.61
"3996",17.66
"3997",17.57
"3998",17.5
"3999",17.53
"4000",17.38
"4001",17.22
"4002",17.29
"4003",17.4
"4004",17.37
"4005",17.45
"4006",17.63
"4007",17.69
"4008",17.64
"4009",17.56
"4010",17.69
"4011",17.77
"4012",17.76
"4013",17.73
"4014",17.62
"4015",17.72
"4016",17.83
"4017",17.9
"4018",17.8
"4019",17.84
"4020",17.8
"4021",17.86
"4022",17.9
"4023",18.04
"4024",18.12
"4025",18.11
"4026",18.14
"4027",18.34
"4028",18.42
"4029",18.46
"4030",18.34
"4031",18.38
"4032",18.43
"4033",18.39
"4034",18.47
"4035",18.33
"4036",18.28
"4037",17.96
"4038",18.14
"4039",18.05
"4040",18.18
"4041",18.24
"4042",18.3
"4043",18.33
"4044",18.32
"4045",18.4
"4046",18.52
"4047",18.5
"4048",18.36
"4049",18.34
"4050",18.38
"4051",18.09
"4052",17.8
"4053",17.95
"4054",17.93
"4055",17.83
"4056",18.02
"4057",18.01
"4058",18.08
"4059",18.18
"4060",18.26
"4061",18.26
"4062",18.45
"4063",18.38
"4064",18.5
"4065",18.57
"4066",18.74
"4067",18.9
"4068",18.99
"4069",18.93
"4070",19.08
"4071",19.21
"4072",19.28
"4073",19.44
"4074",19.46
"4075",19.57
"4076",19.53
"4077",19.45
"4078",19.39
"4079",19.32
"4080",19.12
"4081",19.32
"4082",19.63
"4083",19.64
"4084",19.45
"4085",19.37
"4086",19.33
"4087",19.23
"4088",19.27
"4089",19.45
"4090",19.59
"4091",19.52
"4092",19.56
"4093",19
"4094",19.18
"4095",19.08
"4096",19.17
"4097",19.25
"4098",19.28
"4099",19.57
"4100",19.55
"4101",19.5
"4102",19.48
"4103",19.52
"4104",19.47
"4105",19.53
"4106",19.47
"4107",19.48
"4108",19.44
"4109",19.65
"4110",19.69
"4111",19.72
"4112",19.73
"4113",19.4
"4114",19.38
"4115",19.16
"4116",19.06
"4117",19.22
"4118",19.38
"4119",19.48
"4120",19.39
"4121",19.48
"4122",19.53
"4123",19.65
"4124",19.76
"4125",19.77
"4126",19.86
"4127",19.89
"4128",19.91
"4129",19.92
"4130",19.97
"4131",19.66
"4132",19.64
"4133",19.61
"4134",19.53
"4135",19.65
"4136",19.71
"4137",19.92
"4138",20.18
"4139",20.33
"4140",20.33
"4141",20.34
"4142",20.45
"4143",20.57
"4144",20.56
"4145",20.69
"4146",20.64
"4147",20.69
"4148",20.51
"4149",20.38
"4150",20.49
"4151",20.46
"4152",20.41
"4153",20.55
"4154",20.71
"4155",20.55
"4156",20.51
"4157",20.5
"4158",20.48
"4159",20.46
"4160",20.41
"4161",20.32
"4162",20.28
"4163",20.13
"4164",20.11
"4165",20.05
"4166",20.17
"4167",20.24
"4168",20.19
"4169",20.04
"4170",20.16
"4171",20.29
"4172",20.46
"4173",20.41
"4174",20.34
"4175",19.93
"4176",19.77
"4177",19.84
"4178",19.8
"4179",19.44
"4180",19.43
"4181",18.93
"4182",18.83
"4183",19.09
"4184",19.4
"4185",19.25
"4186",19.08
"4187",18.81
"4188",18.77
"4189",18.94
"4190",19.11
"4191",18.97
"4192",19.06
"4193",19.2
"4194",19.51
"4195",19.87
"4196",19.81
"4197",19.88
"4198",19.96
"4199",19.93
"4200",19.88
"4201",19.99
"4202",19.83
"4203",19.91
"4204",19.93
"4205",20.02
"4206",20.04
"4207",20.01
"4208",19.99
"4209",20.17
"4210",20.1
"4211",20.03
"4212",20.11
"4213",20.12
"4214",19.93
"4215",19.81
"4216",19.85
"4217",19.88
"4218",19.69
"4219",19.89
"4220",20.08
"4221",20.09
"4222",20.18
"4223",20.31
"4224",20.58
"4225",20.68
"4226",20.65
"4227",20.62
"4228",20.66
"4229",20.77
"4230",20.73
"4231",20.73
"4232",20.77
"4233",20.81
"4234",20.83
"4235",20.87
"4236",20.88
"4237",21.04
"4238",21.01
"4239",21.24
"4240",21.28
"4241",21.19
"4242",21.09
"4243",21.04
"4244",21.2
"4245",21.3
"4246",21.26
"4247",21.29
"4248",21.35
"4249",21.42
"4250",21.37
"4251",21.23
"4252",21.23
"4253",21.14
"4254",21.09
"4255",20.98
"4256",21.03
"4257",21.03
"4258",21.16
"4259",21.13
"4260",21.2
"4261",21.38
"4262",21.68
"4263",21.77
"4264",21.85
"4265",21.89
"4266",21.84
"4267",21.89
"4268",22.02
"4269",22.04
"4270",22.01
"4271",22.13
"4272",22.18
"4273",22.14
"4274",22.31
"4275",22.53
"4276",22.49
"4277",22.5
"4278",22.56
"4279",22.58
"4280",22.43
"4281",22.35
"4282",22.35
"4283",22.18
"4284",22.49
"4285",22.43
"4286",22.23
"4287",21.96
"4288",21.9
"4289",21.66
"4290",21.76
"4291",21.95
"4292",22.3
"4293",22.37
"4294",22.3
"4295",22.41
"4296",22.54
"4297",22.58
"4298",22.53
"4299",22.31
"4300",22.14
"4301",22.45
"4302",22.47
"4303",22.63
"4304",22.54
"4305",22.71
"4306",22.82
"4307",22.81
"4308",23.07
"4309",23.02
"4310",23.09
"4311",23.25
"4312",23.32
"4313",23.46
"4314",23.57
"4315",23.37
"4316",23.15
"4317",22.99
"4318",23
"4319",23.16
"4320",23.44
"4321",23.5
"4322",23.52
"4323",23.56
"4324",23.26
"4325",23.32
"4326",23.55
"4327",23.4
"4328",23.48
"4329",23.84
"4330",24.08
"4331",24.04
"4332",24.21
"4333",24.14
"4334",23.87
"4335",23.81
"4336",24.01
"4337",24.08
"4338",23.9
"4339",23.61
"4340",23.49
"4341",23.6
"4342",23.54
"4343",23.82
"4344",23.75
"4345",23.91
"4346",24.12
"4347",24.07
"4348",23.88
"4349",23.5
"4350",23.58
"4351",23.56
"4352",23.38
"4353",23.24
"4354",23.2
"4355",23.23
"4356",23.34
"4357",23.33
"4358",23.39
"4359",22.95
"4360",22.45
"4361",22.48
"4362",22.23
"4363",22.22
"4364",22.47
"4365",22.65
"4366",22.75
"4367",22.63
"4368",22.53
"4369",21.98
"4370",22.11
"4371",22.38
"4372",22.56
"4373",22.53
"4374",22.63
"4375",22.42
"4376",22.74
"4377",22.74
"4378",22.69
"4379",22.48
"4380",22.67
"4381",23.22
"4382",23.43
"4383",23.42
"4384",23.87
"4385",24.38
"4386",24.31
"4387",24.03
"4388",24.14
"4389",24.27
"4390",24.58
"4391",24.48
"4392",24.57
"4393",24.71
"4394",24.45
"4395",24.52
"4396",24.75
"4397",24.72
"4398",24.66
"4399",24.97
"4400",25.05
"4401",25.03
"4402",24.97
"4403",25.09
"4404",25.1
"4405",25.07
"4406",24.96
"4407",25.07
"4408",25.43
"4409",25.55
"4410",25.59
"4411",25.7
"4412",26.03
"4413",26.29
"4414",26.31
"4415",26.35
"4416",26.26
"4417",26.51
"4418",26.5
"4419",26.02
"4420",26.44
"4421",26.26
"4422",26.14
"4423",26.25
"4424",26.24
"4425",26.38
"4426",26.69
"4427",27.01
"4428",26.92
"4429",27.11
"4430",26.86
"4431",27.03
"4432",27.15
"4433",27.22
"4434",27.42
"4435",27.74
"4436",27.6
"4437",27.22
"4438",27.11
"4439",27.65
"4440",27.73
"4441",27.82
"4442",27.8
"4443",27.74
"4444",27.89
"4445",28.2
"4446",28.26
"4447",28.1
"4448",28.19
"4449",28.29
"4450",28.51
"4451",28.29
"4452",27.79
"4453",27.84
"4454",27.59
"4455",27.52
"4456",27.6
"4457",27.04
"4458",27.27
"4459",27.64
"4460",28.02
"4461",27.68
"4462",27.61
"4463",27.58
"4464",27.42
"4465",27.48
"4466",27.27
"4467",27.2
"4468",27.88
"4469",27.93
"4470",28.02
"4471",28.03
"4472",28.12
"4473",28.21
"4474",27.88
"4475",27.71
"4476",28.04
"4477",27.97
"4478",28.59
"4479",28.58
"4480",28.68
"4481",28.77
"4482",28.92
"4483",28.85
"4484",28.68
"4485",28.51
"4486",28.7
"4487",28.91
"4488",28.8
"4489",28.99
"4490",29.16
"4491",29.31
"4492",29.51
"4493",29.77
"4494",29.59
"4495",29.54
"4496",29.46
"4497",29.49
"4498",29.51
"4499",29.42
"4500",29.11
"4501",28.74
"4502",29.07
"4503",29.55
"4504",29.47
"4505",28.94
"4506",28.71
"4507",26.83
"4508",27.91
"4509",27.96
"4510",27.52
"4511",27.85
"4512",28.49
"4513",28.56
"4514",28.67
"4515",28.53
"4516",28.17
"4517",28.03
"4518",28.05
"4519",27.51
"4520",27.74
"4521",28.08
"4522",28.6
"4523",28.38
"4524",28.51
"4525",28.9
"4526",28.98
"4527",28.5
"4528",28.61
"4529",28.67
"4530",28.76
"4531",29.28
"4532",29.2
"4533",29.36
"4534",29.31
"4535",29.59
"4536",29.62
"4537",29.4
"4538",29.18
"4539",28.73
"4540",28.65
"4541",28.84
"4542",29.02
"4543",28.98
"4544",28.68
"4545",28.49
"4546",28.65
"4547",28.32
"4548",28.16
"4549",28.26
"4550",28.72
"4551",29.23
"4552",29.29
"4553",29.37
"4554",29.43
"4555",29.14
"4556",29.04
"4557",28.81
"4558",27.96
"4559",28.17
"4560",28.59
"4561",28.78
"4562",28.61
"4563",28.93
"4564",29.4
"4565",29.22
"4566",28.98
"4567",28.82
"4568",28.76
"4569",29.04
"4570",29.33
"4571",29.57
"4572",29.45
"4573",30.01
"4574",30.17
"4575",30.25
"4576",30.21
"4577",30.44
"4578",30.41
"4579",30.66
"4580",30.72
"4581",30.83
"4582",30.76
"4583",30.81
"4584",31.06
"4585",30.99
"4586",31.11
"4587",31.25
"4588",31.03
"4589",31.39
"4590",31.57
"4591",31.59
"4592",31.55
"4593",31.66
"4594",31.53
"4595",31.22
"4596",31.79
"4597",31.69
"4598",32.03
"4599",32.18
"4600",32.23
"4601",32.22
"4602",32.5
"4603",32.53
"4604",32.69
"4605",32.83
"4606",33.02
"4607",32.93
"4608",33.21
"4609",33.14
"4610",33.13
"4611",33.01
"4612",32.94
"4613",33.17
"4614",33.41
"4615",33.69
"4616",33.76
"4617",33.67
"4618",33.32
"4619",33.16
"4620",33.43
"4621",33.43
"4622",33.65
"4623",33.79
"4624",33.49
"4625",33.86
"4626",33.93
"4627",34.02
"4628",34.11
"4629",33.74
"4630",33.42
"4631",32.72
"4632",32.78
"4633",33.08
"4634",33.57
"4635",33.78
"4636",33.83
"4637",33.65
"4638",33.37
"4639",33.11
"4640",33.46
"4641",33.38
"4642",33.56
"4643",33.66
"4644",33.61
"4645",33.36
"4646",33.22
"4647",33.35
"4648",33.51
"4649",33.4
"4650",33.23
"4651",32.74
"4652",32.62
"4653",32.81
"4654",32.67
"4655",32.57
"4656",32.64
"4657",32.39
"4658",32.71
"4659",33.19
"4660",33.29
"4661",33.37
"4662",33.14
"4663",32.66
"4664",32.69
"4665",32.07
"4666",32.39
"4667",32.92
"4668",32.88
"4669",32.74
"4670",32.85
"4671",33.3
"4672",33.68
"4673",33.57
"4674",33.68
"4675",33.87
"4676",33.82
"4677",34.2
"4678",34.14
"4679",34.43
"4680",34.39
"4681",34.7
"4682",34.53
"4683",34.64
"4684",34.67
"4685",34.96
"4686",34.94
"4687",35.17
"4688",35.25
"4689",35.2
"4690",34.65
"4691",34.56
"4692",33.86
"4693",33.8
"4694",33.87
"4695",33.37
"4696",33.22
"4697",33.7
"4698",33.08
"4699",32.8
"4700",31.64
"4701",31.79
"4702",32.14
"4703",32.28
"4704",32.1
"4705",31.57
"4706",32.06
"4707",31.79
"4708",31.49
"4709",31.97
"4710",32.49
"4711",32.35
"4712",32.14
"4713",31.78
"4714",31.9
"4715",31.97
"4716",31.63
"4717",30.41
"4718",29.9
"4719",27.93
"4720",28.89
"4721",28.89
"4722",28.58
"4723",28.37
"4724",29.75
"4725",29.24
"4726",28.51
"4727",29.27
"4728",29.87
"4729",30.09
"4730",30.36
"4731",29.66
"4732",29.8
"4733",29.86
"4734",30.09
"4735",31.06
"4736",30.44
"4737",30.46
"4738",30.57
"4739",30.54
"4740",29.75
"4741",28.8
"4742",29.19
"4743",28.63
"4744",28.47
"4745",27.96
"4746",27.49
"4747",28.23
"4748",28.69
"4749",28.52
"4750",28.89
"4751",30.06
"4752",30.4
"4753",30.67
"4754",30.78
"4755",30.95
"4756",31.24
"4757",31.05
"4758",31.18
"4759",31
"4760",31.08
"4761",31.58
"4762",31.96
"4763",32.42
"4764",32.4
"4765",32.69
"4766",33.12
"4767",33.34
"4768",33.07
"4769",33.02
"4770",32.79
"4771",32.7
"4772",32.87
"4773",33.12
"4774",33.23
"4775",33.4
"4776",33.63
"4777",33.9
"4778",34.57
"4779",34.43
"4780",34.57
"4781",34.75
"4782",33.98
"4783",34.25
"4784",34.18
"4785",33.64
"4786",34.31
"4787",34.63
"4788",34.48
"4789",34.51
"4790",33.99
"4791",33.98
"4792",33.27
"4793",33.82
"4794",33.8
"4795",34.31
"4796",34.54
"4797",35.01
"4798",35.01
"4799",35.69
"4800",35.68
"4801",35.74
"4802",36.15
"4803",35.98
"4804",36.15
"4805",36.12
"4806",36.52
"4807",37.26
"4808",37.19
"4809",37.39
"4810",37.2
"4811",36.56
"4812",36.35
"4813",35.75
"4814",36.59
"4815",36.84
"4816",36.96
"4817",36.33
"4818",36.08
"4819",36.29
"4820",36.8
"4821",36.58
"4822",37.15
"4823",37.48
"4824",37.37
"4825",37.05
"4826",37.37
"4827",36.76
"4828",36.39
"4829",36.45
"4830",35.66
"4831",35.76
"4832",36.62
"4833",35.97
"4834",36.18
"4835",35.66
"4836",36.01
"4837",36.09
"4838",36.96
"4839",36.98
"4840",36.57
"4841",36.32
"4842",36.12
"4843",36.1
"4844",35.89
"4845",35.91
"4846",36.4
"4847",37.14
"4848",37.39
"4849",37.32
"4850",37.52
"4851",37.79
"4852",37.67
"4853",38
"4854",37.98
"4855",37.77
"4856",38.22
"4857",37.78
"4858",37.68
"4859",36.68
"4860",36.86
"4861",37.49
"4862",37.35
"4863",38.11
"4864",37.82
"4865",37.52
"4866",37.71
"4867",38.42
"4868",38.34
"4869",38.48
"4870",38.98
"4871",39.17
"4872",39.5
"4873",39.39
"4874",38.82
"4875",38.73
"4876",38.68
"4877",37.74
"4878",38.19
"4879",39.14
"4880",39.78
"4881",39.74
"4882",39.93
"4883",39.96
"4884",39.63
"4885",39.45
"4886",39.31
"4887",39.72
"4888",39.15
"4889",39.52
"4890",39.13
"4891",39.44
"4892",39.43
"4893",39.89
"4894",40.14
"4895",40.27
"4896",39.46
"4897",39.45
"4898",39.33
"4899",39.65
"4900",39.53
"4901",39.33
"4902",38.57
"4903",37.92
"4904",38.42
"4905",37.88
"4906",38.45
"4907",38.22
"4908",38.2
"4909",38.3
"4910",39.03
"4911",39.31
"4912",38.86
"4913",38.93
"4914",38.49
"4915",38.18
"4916",38
"4917",38.18
"4918",39.02
"4919",39.33
"4920",39.42
"4921",39.66
"4922",39.32
"4923",39.26
"4924",38.79
"4925",38.75
"4926",39.18
"4927",39.78
"4928",40.44
"4929",40.64
"4930",40.93
"4931",40.9
"4932",41.02
"4933",40.99
"4934",41.28
"4935",41.16
"4936",41.02
"4937",41.2
"4938",41.55
"4939",41.73
"4940",41.41
"4941",40.54
"4942",40.62
"4943",40.1
"4944",39.99
"4945",39.6
"4946",40.04
"4947",40.13
"4948",39.45
"4949",39.15
"4950",39.06
"4951",38.8
"4952",38.23
"4953",38.45
"4954",38.11
"4955",37.97
"4956",37.53
"4957",38.11
"4958",38.09
"4959",38.87
"4960",38.98
"4961",39.36
"4962",39.1
"4963",38.83
"4964",39.18
"4965",39.82
"4966",39.9
"4967",40.38
"4968",39.91
"4969",39.53
"4970",38.87
"4971",38.78
"4972",39.07
"4973",38.72
"4974",39.78
"4975",39.7
"4976",39.52
"4977",39.64
"4978",39.78
"4979",39.57
"4980",39.35
"4981",38.85
"4982",38.78
"4983",39.26
"4984",39.25
"4985",38.49
"4986",38.6
"4987",37.72
"4988",37.63
"4989",37.78
"4990",37.71
"4991",37.43
"4992",37.77
"4993",37.74
"4994",38.35
"4995",38.3
"4996",39
"4997",38.82
"4998",39.25
"4999",39.34
"5000",38.76
"5001",37.91
"5002",37.9
"5003",36.92
"5004",36.95
"5005",37.2
"5006",37.95
"5007",37.8
"5008",38.31
"5009",38.15
"5010",37.86
"5011",38.24
"5012",39.46
"5013",40.17
"5014",40.02
"5015",39.91
"5016",40.18
"5017",40.45
"5018",40.77
"5019",40.96
"5020",40.62
"5021",40.85
"5022",41
"5023",41.47
"5024",41.47
"5025",42.23
"5026",41.99
"5027",42.46
"5028",42.39
"5029",42.4
"5030",41.86
"5031",42.24
"5032",42.32
"5033",42.05
"5034",41.52
"5035",41.75
"5036",42.22
"5037",42.91
"5038",42.71
"5039",42.53
"5040",42.47
"5041",42.6
"5042",42.83
"5043",42.82
"5044",42.3
"5045",42.51
"5046",42.75
"5047",42.83
"5048",42.83
"5049",43.36
"5050",43.56
"5051",44.14
"5052",44.05
"5053",44.14
"5054",44.41
"5055",44.42
"5056",44.67
"5057",44.34
"5058",42.59
"5059",42.62
"5060",42.49
"5061",43.66
"5062",44.39
"5063",43.71
"5064",43.44
"5065",44.1
"5066",44.63
"5067",44.51
"5068",44.67
"5069",44.56
"5070",44.63
"5071",43.46
"5072",43.7
"5073",43.52
"5074",43.34
"5075",42.12
"5076",42.81
"5077",43.34
"5078",43.42
"5079",44.04
"5080",44.03
"5081",44.16
"5082",44.71
"5083",43.88
"5084",44.13
"5085",43.34
"5086",43.45
"5087",43.72
"5088",43.47
"5089",43.67
"5090",42.51
"5091",42.59
"5092",43.06
"5093",43.03
"5094",42.57
"5095",42.96
"5096",43.77
"5097",44.37
"5098",44.37
"5099",45.36
"5100",44.97
"5101",44.02
"5102",44.3
"5103",45.4
"5104",45.22
"5105",44.61
"5106",43.64
"5107",44.12
"5108",46.06
"5109",46.29
"5110",45.57
"5111",46.53
"5112",47.09
"5113",47.78
"5114",47.84
"5115",47.69
"5116",47.05
"5117",46.66
"5118",45.85
"5119",46.37
"5120",45.81
"5121",45.27
"5122",45.25
"5123",45.9
"5124",46.53
"5125",45.69
"5126",45.34
"5127",44.09
"5128",43.27
"5129",40.48
"5130",41.7
"5131",43.25
"5132",42.91
"5133",43
"5134",42.6
"5135",44.16
"5136",43.65
"5137",43.97
"5138",43.96
"5139",44.56
"5140",43.69
"5141",42.79
"5142",42.8
"5143",43.46
"5144",43.07
"5145",42.6
"5146",41.53
"5147",42.36
"5148",42.71
"5149",43.65
"5150",44.18
"5151",43.59
"5152",43.14
"5153",42.17
"5154",41.89
"5155",40.97
"5156",41.6
"5157",41.09
"5158",40.99
"5159",42.5
"5160",42.42
"5161",43.45
"5162",44.64
"5163",44.46
"5164",44.35
"5165",44.61
"5166",44.35
"5167",44.35
"5168",43.85
"5169",44.5
"5170",44.44
"5171",44.66
"5172",44.33
"5173",45.05
"5174",44.93
"5175",45.07
"5176",44.24
"5177",43.82
"5178",44.23
"5179",44.02
"5180",44.33
"5181",44.02
"5182",44.29
"5183",44.73
"5184",44.02
"5185",44.4
"5186",45.06
"5187",44.99
"5188",45.07
"5189",45.62
"5190",45.84
"5191",46.27
"5192",46.33
"5193",45.72
"5194",45.22
"5195",45.81
"5196",45.21
"5197",44.59
"5198",44.83
"5199",44.26
"5200",43.92
"5201",42.95
"5202",43.39
"5203",43.5
"5204",43.51
"5205",43.96
"5206",44.34
"5207",44.85
"5208",44.91
"5209",44.65
"5210",44.24
"5211",44.63
"5212",45.19
"5213",44.98
"5214",44.9
"5215",45.41
"5216",45.3
"5217",45.51
"5218",45.51
"5219",45.77
"5220",45.93
"5221",45.91
"5222",46.13
"5223",46.09
"5224",46.03
"5225",46.54
"5226",46.7
"5227",46.28
"5228",45.78
"5229",46.14
"5230",45.8
"5231",45.62
"5232",45.43
"5233",45.55
"5234",45.56
"5235",45.04
"5236",44.24
"5237",44.78
"5238",44.61
"5239",44.43
"5240",44.57
"5241",44.33
"5242",43.94
"5243",43.88
"5244",44.93
"5245",44.37
"5246",44.07
"5247",43.56
"5248",43.85
"5249",43.76
"5250",42.84
"5251",42.71
"5252",42.1
"5253",41.41
"5254",40.28
"5255",41.75
"5256",41.84
"5257",41.05
"5258",40.74
"5259",42.2
"5260",42.58
"5261",42.58
"5262",42.54
"5263",41.52
"5264",41.54
"5265",41.94
"5266",42.29
"5267",43.42
"5268",43.23
"5269",43.67
"5270",43.66
"5271",43.73
"5272",43.72
"5273",42.91
"5274",42.51
"5275",41.4
"5276",40.86
"5277",41.92
"5278",42.18
"5279",41.52
"5280",41.32
"5281",40.34
"5282",40.35
"5283",39.53
"5284",40.32
"5285",40.45
"5286",39.82
"5287",39.9
"5288",39.1
"5289",39.3
"5290",39.46
"5291",41.2
"5292",40.49
"5293",40.27
"5294",41.37
"5295",41.84
"5296",41.43
"5297",40.99
"5298",40.28
"5299",39.51
"5300",39.79
"5301",39.17
"5302",37.81
"5303",38.02
"5304",39.16
"5305",39.39
"5306",39.93
"5307",40.29
"5308",39.8
"5309",38.46
"5310",40.48
"5311",39.97
"5312",38.82
"5313",38.71
"5314",38.91
"5315",39.46
"5316",39.99
"5317",39.84
"5318",40.12
"5319",40.26
"5320",40.72
"5321",40.51
"5322",40.53
"5323",41.16
"5324",41.32
"5325",41.01
"5326",40.98
"5327",41.35
"5328",41.61
"5329",41.33
"5330",41.5
"5331",40.66
"5332",40.78
"5333",40.81
"5334",40.48
"5335",40.22
"5336",39.67
"5337",40.09
"5338",39.75
"5339",39.74
"5340",40.1
"5341",39.37
"5342",38.64
"5343",37.96
"5344",37.79
"5345",37.64
"5346",38.37
"5347",37.95
"5348",37.41
"5349",37.42
"5350",37.24
"5351",37.44
"5352",37.83
"5353",38.07
"5354",38.04
"5355",37.12
"5356",35.54
"5357",36.08
"5358",35.2
"5359",35.33
"5360",34.59
"5361",35.23
"5362",34.42
"5363",33.77
"5364",33.62
"5365",34.32
"5366",34.71
"5367",35.53
"5368",34.64
"5369",34.47
"5370",34.89
"5371",34.35
"5372",33.11
"5373",33
"5374",34.52
"5375",33.83
"5376",34.13
