"","TR"
"5377",35.09
"5378",35.05
"5379",35.59
"5380",35.43
"5381",35.82
"5382",37.2
"5383",37.73
"5384",37.42
"5385",36.81
"5386",36.4
"5387",37
"5388",37.19
"5389",37.75
"5390",37.76
"5391",38.27
"5392",38.38
"5393",37.79
"5394",38.34
"5395",38.22
"5396",38.18
"5397",38.01
"5398",37.99
"5399",37.72
"5400",37.77
"5401",37.81
"5402",38.85
"5403",39.06
"5404",39.15
"5405",39.87
"5406",39.81
"5407",39.15
"5408",39.3
"5409",38.91
"5410",38.52
"5411",37.86
"5412",38.14
"5413",38.34
"5414",38.53
"5415",39.1
"5416",38.72
"5417",38.93
"5418",38.56
"5419",38.19
"5420",38.21
"5421",37.82
"5422",37.09
"5423",36.93
"5424",36.71
"5425",36.79
"5426",37.18
"5427",37.54
"5428",37.18
"5429",36.98
"5430",36.99
"5431",36.91
"5432",37.39
"5433",37.5
"5434",37.73
"5435",37.66
"5436",37.21
"5437",36.37
"5438",36.59
"5439",36.06
"5440",36
"5441",36.87
"5442",37.08
"5443",36.66
"5444",37.04
"5445",36.79
"5446",36.99
"5447",36.88
"5448",36.33
"5449",35.72
"5450",36.22
"5451",36.64
"5452",36.73
"5453",36.7
"5454",36.88
"5455",37.05
"5456",37.18
"5457",37
"5458",36.58
"5459",36.66
"5460",36.04
"5461",36.03
"5462",36.2
"5463",36.28
"5464",36.18
"5465",35.93
"5466",36.01
"5467",35.44
"5468",35.69
"5469",35.28
"5470",35.52
"5471",35.42
"5472",36.06
"5473",35.92
"5474",35.41
"5475",35.07
"5476",34.5
"5477",34.65
"5478",34.62
"5479",34.51
"5480",33.79
"5481",33.18
"5482",33.3
"5483",31.61
"5484",31.36
"5485",30.84
"5486",29.91
"5487",29.34
"5488",30.45
"5489",30.68
"5490",30.49
"5491",30.83
"5492",31.53
"5493",31.39
"5494",31.75
"5495",32.46
"5496",32.43
"5497",32.45
"5498",32.19
"5499",32.03
"5500",32.79
"5501",33.35
"5502",33.16
"5503",33.13
"5504",33.38
"5505",32.72
"5506",32.47
"5507",32.65
"5508",33.14
"5509",32.98
"5510",33
"5511",33.47
"5512",33.61
"5513",32.84
"5514",32.27
"5515",32.34
"5516",33.01
"5517",33.07
"5518",33.53
"5519",34.02
"5520",33.94
"5521",33.98
"5522",34.01
"5523",33.98
"5524",34.61
"5525",34.72
"5526",34.73
"5527",34.65
"5528",35.04
"5529",34.77
"5530",34.61
"5531",35.01
"5532",35.26
"5533",35.07
"5534",34.46
"5535",34.85
"5536",34.81
"5537",34.52
"5538",35.02
"5539",35.82
"5540",35.78
"5541",35.53
"5542",34.99
"5543",34.93
"5544",34.94
"5545",34.42
"5546",34.54
"5547",34.89
"5548",35.18
"5549",35.33
"5550",35.01
"5551",35.21
"5552",35.23
"5553",35.41
"5554",35.65
"5555",35.8
"5556",35.43
"5557",35.58
"5558",35.93
"5559",36.18
"5560",35.94
"5561",35.86
"5562",35.7
"5563",35.72
"5564",35.42
"5565",35.13
"5566",35.37
"5567",34.81
"5568",35.17
"5569",34.8
"5570",34.52
"5571",34.84
"5572",34.99
"5573",35.02
"5574",35.04
"5575",34.17
"5576",34.53
"5577",34.99
"5578",34.75
"5579",33.94
"5580",33.82
"5581",33.57
"5582",33.43
"5583",33.96
"5584",34.42
"5585",34.31
"5586",34.65
"5587",34.57
"5588",34.2
"5589",33.55
"5590",33.99
"5591",33.48
"5592",33.75
"5593",34.31
"5594",34.35
"5595",34.37
"5596",34.27
"5597",35.03
"5598",35.72
"5599",35.53
"5600",36.03
"5601",35.88
"5602",36.13
"5603",36.24
"5604",36.14
"5605",35.82
"5606",35.81
"5607",36.19
"5608",36.23
"5609",36.36
"5610",35.82
"5611",35.93
"5612",35.77
"5613",35.26
"5614",35.48
"5615",35.68
"5616",35.77
"5617",35.74
"5618",35.42
"5619",35.08
"5620",35.12
"5621",35.04
"5622",35.17
"5623",34.97
"5624",35.38
"5625",34.61
"5626",34.9
"5627",34.67
"5628",35.44
"5629",35.35
"5630",35.31
"5631",35.33
"5632",34.81
"5633",34.63
"5634",34.42
"5635",34.39
"5636",33.92
"5637",33.63
"5638",34.03
"5639",34.29
"5640",34.23
"5641",33.91
"5642",33.29
"5643",33.17
"5644",34.33
"5645",33.85
"5646",33.3
"5647",33.88
"5648",34.62
"5649",34.48
"5650",34.6
"5651",34.84
"5652",34.4
"5653",34.01
"5654",34.13
"5655",34.49
"5656",34.1
"5657",33.85
"5658",33.64
"5659",33.56
"5660",33.63
"5661",32.83
"5662",32.79
"5663",33.05
"5664",32.44
"5665",32.46
"5666",32.53
"5667",31.99
"5668",32.16
"5669",31.82
"5670",31.8
"5671",32.67
"5672",32.68
"5673",32.16
"5674",31.74
"5675",31.27
"5676",31.32
"5677",30.81
"5678",30.72
"5679",31.23
"5680",31.26
"5681",30.55
"5682",29.86
"5683",29.99
"5684",31.04
"5685",30.66
"5686",29.96
"5687",29.06
"5688",29.2
"5689",29.04
"5690",28.91
"5691",28.49
"5692",28.66
"5693",27.89
"5694",26.95
"5695",26.09
"5696",25.35
"5697",26.7
"5698",26.58
"5699",26.98
"5700",28.43
"5701",28.56
"5702",28.74
"5703",27.97
"5704",27.31
"5705",26.41
"5706",27.2
"5707",27.69
"5708",28.52
"5709",28.61
"5710",28.49
"5711",27.89
"5712",28.92
"5713",29.26
"5714",29.29
"5715",29.91
"5716",29.52
"5717",29.92
"5718",30.31
"5719",29.65
"5720",29.9
"5721",29.44
"5722",28.93
"5723",28.98
"5724",28.91
"5725",27.78
"5726",28.29
"5727",27.84
"5728",28.34
"5729",28.6
"5730",28.79
"5731",28.78
"5732",28.11
"5733",28.22
"5734",28.22
"5735",27.69
"5736",27.57
"5737",26.77
"5738",26.83
"5739",26.44
"5740",26.04
"5741",26.66
"5742",27.13
"5743",26.34
"5744",26.01
"5745",26.92
"5746",26.3
"5747",26.01
"5748",25.43
"5749",24.91
"5750",25.28
"5751",24.58
"5752",25.42
"5753",26.36
"5754",26.55
"5755",27.76
"5756",27.09
"5757",27.73
"5758",27.87
"5759",28.33
"5760",28.01
"5761",28.23
"5762",27.84
"5763",28.3
"5764",28.07
"5765",27.82
"5766",28.11
"5767",28
"5768",28.48
"5769",28.71
"5770",28.89
"5771",29.18
"5772",28.54
"5773",28.29
"5774",27.7
"5775",27.93
"5776",27.94
"5777",28.61
"5778",28.79
"5779",28.51
"5780",28.37
"5781",28.91
"5782",29.53
"5783",29.46
"5784",29.57
"5785",28.97
"5786",29.77
"5787",29.69
"5788",29.67
"5789",29.21
"5790",29.11
"5791",28.79
"5792",28.97
"5793",28.33
"5794",28.73
"5795",28.75
"5796",28.68
"5797",28.3
"5798",28.92
"5799",28.69
"5800",28.32
"5801",28.12
"5802",28.47
"5803",28.54
"5804",28.39
"5805",28.34
"5806",27.91
"5807",28.01
"5808",28.04
"5809",28.91
"5810",28.89
"5811",29.49
"5812",29.29
"5813",28.9
"5814",29.44
"5815",29.45
"5816",29.4
"5817",29.56
"5818",29.19
"5819",29.09
"5820",28.68
"5821",28.25
"5822",27.99
"5823",28.27
"5824",27.5
"5825",27.05
"5826",27.38
"5827",27.56
"5828",26.99
"5829",27.34
"5830",27.44
"5831",27.08
"5832",26.95
"5833",26.79
"5834",26.5
"5835",26.69
"5836",26.5
"5837",26.17
"5838",26.11
"5839",26.6
"5840",27.12
"5841",26.94
"5842",26.72
"5843",27.07
"5844",26.6
"5845",26.78
"5846",26.46
"5847",26.76
"5848",26.87
"5849",26.7
"5850",26.32
"5851",26.52
"5852",26.3
"5853",26.5
"5854",25.87
"5855",25.66
"5856",25.74
"5857",26.61
"5858",26.64
"5859",27.54
"5860",27.67
"5861",27.87
"5862",27.95
"5863",28.56
"5864",27.6
"5865",27.94
"5866",27.78
"5867",27.76
"5868",27.63
"5869",27.18
"5870",27.48
"5871",28.18
"5872",28.05
"5873",28.09
"5874",28.14
"5875",28.08
"5876",27.73
"5877",27.88
"5878",27.79
"5879",28.31
"5880",28.48
"5881",28.17
"5882",28.6
"5883",28.58
"5884",29.16
"5885",29.41
"5886",29.18
"5887",28.8
"5888",29.3
"5889",29.4
"5890",29.41
"5891",29.4
"5892",29.86
"5893",29.8
"5894",30.04
"5895",29.91
"5896",29.62
"5897",30.04
"5898",30.41
"5899",30.35
"5900",30.28
"5901",30.5
"5902",30.41
"5903",29.71
"5904",29.68
"5905",29.81
"5906",30.09
"5907",30.17
"5908",30.75
"5909",30.81
"5910",30.72
"5911",31.2
"5912",31.32
"5913",31.44
"5914",31.93
"5915",32.1
"5916",32
"5917",31.59
"5918",31.89
"5919",32.3
"5920",32.36
"5921",32.02
"5922",32.7
"5923",32.73
"5924",32.68
"5925",32.2
"5926",32.22
"5927",31.74
"5928",31.8
"5929",31.62
"5930",31.97
"5931",31.72
"5932",31.66
"5933",31.89
"5934",32.31
"5935",32.08
"5936",32.68
"5937",32.85
"5938",32.73
"5939",32.29
"5940",32.59
"5941",32.82
"5942",32.7
"5943",32.49
"5944",32.03
"5945",32.38
"5946",31.93
"5947",32.23
"5948",32.27
"5949",32.08
"5950",32.56
"5951",32.55
"5952",32.37
"5953",32.33
"5954",32.43
"5955",32.08
"5956",32.12
"5957",31.58
"5958",31.59
"5959",31.78
"5960",31.88
"5961",32.02
"5962",32.36
"5963",32.2
"5964",32.4
"5965",32.43
"5966",32.76
"5967",32.89
"5968",32.86
"5969",33.01
"5970",32.66
"5971",32.58
"5972",32.74
"5973",32.8
"5974",33.03
"5975",33.2
"5976",33.66
"5977",33.81
"5978",33.88
"5979",33.68
"5980",34.03
"5981",33.77
"5982",33.3
"5983",33.51
"5984",33.59
"5985",33.48
"5986",33.94
"5987",33.85
"5988",34.27
"5989",34.2
"5990",33.77
"5991",33.99
"5992",33.36
"5993",33.09
"5994",32.82
"5995",33.15
"5996",32.84
"5997",33.55
"5998",33.65
"5999",34
"6000",34.17
"6001",34.35
"6002",34.18
"6003",34.36
"6004",34.34
"6005",34.62
"6006",34.77
"6007",34.65
"6008",34.77
"6009",34.39
"6010",34.53
"6011",34.62
"6012",34.08
"6013",34.16
"6014",34
"6015",34.15
"6016",34.68
"6017",34.77
"6018",34.74
"6019",34.84
"6020",35.16
"6021",35
"6022",34.98
"6023",35.19
"6024",35.08
"6025",34.83
"6026",34.76
"6027",35.22
"6028",35.23
"6029",34.95
"6030",34.7
"6031",34.4
"6032",34.65
"6033",34.38
"6034",34.46
"6035",35.05
"6036",35.15
"6037",35.3
"6038",35.33
"6039",35.74
"6040",35.64
"6041",35.51
"6042",35.61
"6043",35.34
"6044",35.59
"6045",35.26
"6046",35.16
"6047",35.62
"6048",35.74
"6049",35.47
"6050",35.66
"6051",35.71
"6052",36.15
"6053",36.14
"6054",36.28
"6055",36.41
"6056",36.35
"6057",36.42
"6058",36.89
"6059",36.91
"6060",36.92
"6061",36.84
"6062",37.28
"6063",37.35
"6064",37.47
"6065",37.65
"6066",37.37
"6067",37.58
"6068",37.4
"6069",37.7
"6070",37.74
"6071",38.02
"6072",38.07
"6073",38.31
"6074",38.19
"6075",38.16
"6076",38.59
"6077",38.23
"6078",37.69
"6079",37.79
"6080",37.74
"6081",37.85
"6082",37.85
"6083",37.47
"6084",37.56
"6085",38.09
"6086",38.05
"6087",38.27
"6088",38.67
"6089",38.49
"6090",38.27
"6091",38.65
"6092",38.49
"6093",38.28
"6094",38.17
"6095",37.99
"6096",37.94
"6097",38.14
"6098",38.25
"6099",38.29
"6100",38.69
"6101",38.47
"6102",38.52
"6103",38.69
"6104",38.78
"6105",38.46
"6106",38.21
"6107",37.64
"6108",37.11
"6109",37.61
"6110",37.03
"6111",37.19
"6112",37.66
"6113",37.59
"6114",37.22
"6115",36.71
"6116",36.68
"6117",36.57
"6118",37.19
"6119",37.18
"6120",37.68
"6121",37.87
"6122",37.88
"6123",38.11
"6124",38.44
"6125",38.71
"6126",38.58
"6127",38.39
"6128",38.33
"6129",38.49
"6130",37.92
"6131",37.84
"6132",37.84
"6133",38.03
"6134",38.11
"6135",37.52
"6136",37.74
"6137",38.29
"6138",38.28
"6139",38.14
"6140",38.21
"6141",37.66
"6142",37.32
"6143",37.07
"6144",37.41
"6145",37.5
"6146",37.59
"6147",37.3
"6148",36.74
"6149",36.26
"6150",36.61
"6151",36.65
"6152",36.63
"6153",36.58
"6154",36.18
"6155",36.46
"6156",36.38
"6157",36.4
"6158",36.56
"6159",36.67
"6160",37.28
"6161",37.38
"6162",37.57
"6163",37.58
"6164",37.63
"6165",37.75
"6166",37.41
"6167",37.62
"6168",38.22
"6169",38.26
"6170",37.88
"6171",38.02
"6172",37.62
"6173",37.9
"6174",37.97
"6175",37.93
"6176",38.01
"6177",37.86
"6178",38.01
"6179",38.36
"6180",38.26
"6181",38.15
"6182",38.09
"6183",38.2
"6184",38.39
"6185",37.99
"6186",37.9
"6187",37.54
"6188",37.62
"6189",37.26
"6190",37.39
"6191",37.41
"6192",37.43
"6193",37.32
"6194",37.22
"6195",37.02
"6196",37
"6197",37.3
"6198",36.74
"6199",36.8
"6200",36.42
"6201",36.28
"6202",36.67
"6203",36.66
"6204",36.9
"6205",36.96
"6206",37.1
"6207",36.84
"6208",36.78
"6209",36.18
"6210",35.61
"6211",35.63
"6212",36.12
"6213",36.02
"6214",35.58
"6215",35.62
"6216",36.12
"6217",36.23
"6218",36.71
"6219",36.57
"6220",36.87
"6221",36.76
"6222",36.78
"6223",37.08
"6224",37.07
"6225",37.2
"6226",36.89
"6227",37.08
"6228",37.19
"6229",37.59
"6230",37.43
"6231",37.71
"6232",37.53
"6233",37.65
"6234",37.84
"6235",37.94
"6236",38
"6237",37.75
"6238",37.9
"6239",38.04
"6240",37.84
"6241",38.1
"6242",37.58
"6243",37.43
"6244",37.49
"6245",37.24
"6246",37.48
"6247",37.66
"6248",37.68
"6249",38.26
"6250",38.4
"6251",38.37
"6252",38.64
"6253",38.23
"6254",37.94
"6255",38.02
"6256",37.94
"6257",37.65
"6258",37.33
"6259",37.51
"6260",37.7
"6261",37.36
"6262",37.4
"6263",37.55
"6264",37.17
"6265",37.16
"6266",37.68
"6267",38.17
"6268",38.22
"6269",38.29
"6270",38.32
"6271",38.3
"6272",38.76
"6273",39.34
"6274",39.48
"6275",39.43
"6276",39.45
"6277",39.46
"6278",39.82
"6279",40.2
"6280",40.21
"6281",39.94
"6282",40.18
"6283",40.22
"6284",39.77
"6285",40.02
"6286",40.06
"6287",40.25
"6288",40.3
"6289",40.22
"6290",40.08
"6291",40.67
"6292",40.62
"6293",40.66
"6294",40.63
"6295",40.14
"6296",40.35
"6297",40.54
"6298",40.53
"6299",40.88
"6300",41.07
"6301",41.2
"6302",41.09
"6303",40.85
"6304",40.82
"6305",41.21
"6306",41.36
"6307",41.39
"6308",41.2
"6309",41.54
"6310",41.55
"6311",41.57
"6312",41.52
"6313",41.11
"6314",40.58
"6315",40.35
"6316",40.5
"6317",40.42
"6318",40.58
"6319",40.32
"6320",40.47
"6321",40.18
"6322",40.45
"6323",40.84
"6324",40.46
"6325",40.16
"6326",39.95
"6327",39.76
"6328",39.89
"6329",40.14
"6330",40.16
"6331",40.05
"6332",40.43
"6333",40.72
"6334",40.87
"6335",40.77
"6336",41.23
"6337",41.19
"6338",41.23
"6339",40.84
"6340",41
"6341",41.32
"6342",41.36
"6343",41.47
"6344",41.52
"6345",41.19
"6346",41.2
"6347",40.59
"6348",40.81
"6349",41.16
"6350",41.57
"6351",41.32
"6352",41.56
"6353",41.56
"6354",41.56
"6355",41.96
"6356",42.07
"6357",41.85
"6358",41.43
"6359",41.46
"6360",41.22
"6361",41.47
"6362",41.19
"6363",40.85
"6364",40.94
"6365",40.9
"6366",40.73
"6367",40.35
"6368",40.31
"6369",40.31
"6370",40.37
"6371",40.03
"6372",40.59
"6373",40.6
"6374",40.36
"6375",40.47
"6376",40.63
"6377",40.73
"6378",40.97
"6379",40.61
"6380",40.59
"6381",40.82
"6382",40.33
"6383",39.9
"6384",39.25
"6385",39.38
"6386",39.68
"6387",39.15
"6388",39.91
"6389",39.61
"6390",39.98
"6391",39.62
"6392",39.74
"6393",39.28
"6394",39.7
"6395",39.91
"6396",39.88
"6397",40.39
"6398",40.32
"6399",40.3
"6400",40.57
"6401",40.16
"6402",40.32
"6403",39.91
"6404",39.71
"6405",40.12
"6406",40.4
"6407",40.87
"6408",41.06
"6409",41.02
"6410",41.19
"6411",41.2
"6412",41.02
"6413",41.32
"6414",41.4
"6415",41.21
"6416",41.59
"6417",41.68
"6418",41.41
"6419",41.48
"6420",41.48
"6421",41.38
"6422",41.62
"6423",41.53
"6424",41.66
"6425",41.79
"6426",41.89
"6427",42.08
"6428",42.26
"6429",42.23
"6430",42.14
"6431",42.17
"6432",41.74
"6433",41.43
"6434",41.41
"6435",41.83
"6436",41.8
"6437",41.54
"6438",41.68
"6439",42.07
"6440",41.76
"6441",41.87
"6442",42.38
"6443",42.68
"6444",42.77
"6445",42.78
"6446",42.82
"6447",42.88
"6448",42.65
"6449",42.98
"6450",43.22
"6451",42.89
"6452",43.16
"6453",42.98
"6454",43.07
"6455",43.25
"6456",43.55
"6457",43.26
"6458",43.32
"6459",43.64
"6460",43.64
"6461",43.29
"6462",42.91
"6463",42.76
"6464",43.01
"6465",42.97
"6466",43.28
"6467",43.04
"6468",43.17
"6469",42.67
"6470",42.68
"6471",42.62
"6472",42.67
"6473",42.75
"6474",42.63
"6475",42.41
"6476",42.51
"6477",42.22
"6478",42.49
"6479",42.38
"6480",42.87
"6481",42.93
"6482",42.78
"6483",43.32
"6484",43.45
"6485",43.28
"6486",43.61
"6487",43.6
"6488",43.28
"6489",43.11
"6490",43.12
"6491",43.44
"6492",43.21
"6493",42.88
"6494",42.44
"6495",42.58
"6496",42.64
"6497",42.71
"6498",42.7
"6499",42.72
"6500",43.12
"6501",43.21
"6502",43.21
"6503",42.78
"6504",42.08
"6505",41.85
"6506",42.03
"6507",41.72
"6508",41.59
"6509",41.27
"6510",41.23
"6511",41.62
"6512",41.75
"6513",41.31
"6514",41.92
"6515",41.31
"6516",41.45
"6517",42.16
"6518",42.06
"6519",41.86
"6520",41.35
"6521",42.03
"6522",42.42
"6523",42.29
"6524",42.78
"6525",42.97
"6526",42.96
"6527",43.07
"6528",42.92
"6529",43.01
"6530",43.35
"6531",43.49
"6532",43.45
"6533",43.26
"6534",43.32
"6535",43.79
"6536",43.98
"6537",44.24
"6538",44.48
"6539",44.63
"6540",44.72
"6541",44.27
"6542",44.3
"6543",44.11
"6544",44.69
"6545",44.71
"6546",44.58
"6547",44.63
"6548",44.42
"6549",44.42
"6550",44.54
"6551",44.59
"6552",44.79
"6553",44.97
"6554",44.87
"6555",44.74
"6556",44.42
"6557",44.43
"6558",44.59
"6559",44.8
"6560",44.85
"6561",44.4
"6562",44.5
"6563",44.38
"6564",44.17
"6565",44.88
"6566",45.1
"6567",45.12
"6568",45.57
"6569",45.78
"6570",45.82
"6571",45.96
"6572",45.67
"6573",45.72
"6574",45.56
"6575",45.4
"6576",45.71
"6577",44.91
"6578",45.01
"6579",45.2
"6580",45.09
"6581",45.45
"6582",45.78
"6583",45.84
"6584",45.74
"6585",45.8
"6586",45.4
"6587",45.17
"6588",45.24
"6589",44.82
"6590",45.17
"6591",45.08
"6592",45.16
"6593",44.96
"6594",45.39
"6595",45.58
"6596",45.94
"6597",45.88
"6598",45.74
"6599",46.08
"6600",45.95
"6601",46.04
"6602",46.22
"6603",45.73
"6604",46.16
"6605",46.1
"6606",46.03
"6607",45.7
"6608",45.51
"6609",45.59
"6610",45.38
"6611",45.71
"6612",45.82
"6613",46.29
"6614",46.52
"6615",46.59
"6616",46.68
"6617",46.61
"6618",46.3
"6619",46.59
"6620",46.53
"6621",46.63
"6622",46.59
"6623",46.34
"6624",46.76
"6625",46.69
"6626",46.57
"6627",46.61
"6628",46.87
"6629",47.08
"6630",47.02
"6631",46.54
"6632",46.53
"6633",46.15
"6634",46.23
"6635",46.28
"6636",46.17
"6637",46.99
"6638",47.16
"6639",47.18
"6640",47.16
"6641",47.02
"6642",46.82
"6643",46.91
"6644",47.03
"6645",47.09
"6646",46.92
"6647",47.18
"6648",47.03
"6649",47.23
"6650",47.72
"6651",47.7
"6652",47.71
"6653",47.63
"6654",46.99
"6655",46.4
"6656",46.43
"6657",46.36
"6658",45.6
"6659",45.28
"6660",45.46
"6661",45.22
"6662",45.02
"6663",45.05
"6664",45.62
"6665",45.89
"6666",45.15
"6667",45.58
"6668",46.18
"6669",46.29
"6670",45.41
"6671",45.3
"6672",45.03
"6673",45.05
"6674",44.87
"6675",44.2
"6676",43.7
"6677",43.92
"6678",44.95
"6679",44.77
"6680",44.31
"6681",44.27
"6682",44.78
"6683",44.56
"6684",44.59
"6685",44.83
"6686",44.4
"6687",44.62
"6688",45.66
"6689",45.66
"6690",46.01
"6691",45.64
"6692",45.75
"6693",45.4
"6694",45.43
"6695",45.62
"6696",45.12
"6697",44.49
"6698",44.24
"6699",44.14
"6700",44.22
"6701",45.1
"6702",44.6
"6703",44.2
"6704",44.99
"6705",45.32
"6706",45.3
"6707",45.05
"6708",45.64
"6709",45.61
"6710",45.35
"6711",45.64
"6712",45.76
"6713",45.71
"6714",45.55
"6715",45.35
"6716",45.14
"6717",45.35
"6718",45.14
"6719",45.19
"6720",45.86
"6721",46.28
"6722",46.35
"6723",46.51
"6724",46.31
"6725",46.37
"6726",46.11
"6727",46.2
"6728",46.18
"6729",46.45
"6730",46.59
"6731",46.65
"6732",46.68
"6733",46.91
"6734",47.03
"6735",46.5
"6736",46.27
"6737",46.42
"6738",46.41
"6739",46.96
"6740",47.19
"6741",47.1
"6742",47.21
"6743",47.25
"6744",47.13
"6745",47.39
"6746",47.13
"6747",46.96
"6748",47.36
"6749",47.7
"6750",47.76
"6751",47.84
"6752",47.7
"6753",47.5
"6754",47.56
"6755",48.17
"6756",48.39
"6757",48.24
"6758",48.33
"6759",48.45
"6760",48.31
"6761",48.83
"6762",48.97
"6763",49.15
"6764",48.94
"6765",48.99
"6766",49.06
"6767",49.04
"6768",49.31
"6769",49.33
"6770",49.52
"6771",49.83
"6772",49.4
"6773",49.44
"6774",49.43
"6775",49.01
"6776",48.99
"6777",48.94
"6778",49.51
"6779",49.61
"6780",49.77
"6781",49.5
"6782",49.63
"6783",49.77
"6784",50.14
"6785",50.32
"6786",50.4
"6787",50.43
"6788",50.45
"6789",50.56
"6790",50.69
"6791",50.55
"6792",49.79
"6793",49.96
"6794",50.47
"6795",50.55
"6796",50.41
"6797",50.91
"6798",51.1
"6799",51.06
"6800",50.85
"6801",50.93
"6802",51.02
"6803",50.93
"6804",51
"6805",51.41
"6806",51.45
"6807",51.21
"6808",51.3
"6809",51.26
"6810",51.07
"6811",50.83
"6812",51.07
"6813",51.46
"6814",51.38
"6815",51.14
"6816",51.09
"6817",51.17
"6818",50.8
"6819",50.92
"6820",50.93
"6821",51.06
"6822",51.43
"6823",51.7
"6824",51.72
"6825",51.68
"6826",51.45
"6827",51.65
"6828",51.37
"6829",51.59
"6830",52.05
"6831",51.47
"6832",51.46
"6833",51.47
"6834",51.77
"6835",52.11
"6836",52.42
"6837",52.52
"6838",52.48
"6839",52.55
"6840",52.69
"6841",52.64
"6842",52.25
"6843",52.06
"6844",52.47
"6845",52.84
"6846",52.92
"6847",52.92
"6848",53.12
"6849",53.08
"6850",53.07
"6851",52.9
"6852",52.82
"6853",51.02
"6854",51.29
"6855",51.15
"6856",50.52
"6857",49.94
"6858",50.76
"6859",50.66
"6860",51.03
"6861",51.09
"6862",51.25
"6863",50.22
"6864",50.52
"6865",50.76
"6866",50.55
"6867",51.11
"6868",51.44
"6869",52.3
"6870",52.3
"6871",52.37
"6872",52.4
"6873",52.08
"6874",51.71
"6875",51.88
"6876",51.85
"6877",52
"6878",52.48
"6879",52.53
"6880",52.71
"6881",52.74
"6882",52.88
"6883",52.55
"6884",52.88
"6885",53.07
"6886",53.64
"6887",53.71
"6888",53.71
"6889",53.6
"6890",54.08
"6891",53.99
"6892",53.96
"6893",54.47
"6894",54.47
"6895",54.42
"6896",53.93
"6897",54.05
"6898",54.48
"6899",54.7
"6900",54.84
"6901",54.95
"6902",54.89
"6903",55.11
"6904",54.34
"6905",54.88
"6906",54.74
"6907",54.6
"6908",55.05
"6909",54.99
"6910",55.35
"6911",55.53
"6912",55.57
"6913",55.49
"6914",54.89
"6915",55.2
"6916",55.36
"6917",55.84
"6918",55.9
"6919",56.14
"6920",56.26
"6921",55.96
"6922",55.45
"6923",54.46
"6924",55.06
"6925",55.11
"6926",54.52
"6927",55.32
"6928",55.6
"6929",55.99
"6930",55.92
"6931",56.02
"6932",55.28
"6933",55.62
"6934",54.97
"6935",54.74
"6936",54.55
"6937",55.09
"6938",55.09
"6939",55
"6940",55.61
"6941",55.82
"6942",55.87
"6943",56.09
"6944",56.14
"6945",55.35
"6946",55.64
"6947",56.64
"6948",56.82
"6949",56.65
"6950",56.65
"6951",56.53
"6952",56.8
"6953",56.12
"6954",56.32
"6955",55.17
"6956",55.35
"6957",54.07
"6958",53.24
"6959",53.76
"6960",53.13
"6961",53.42
"6962",53.7
"6963",52.26
"6964",53.34
"6965",53.71
"6966",54.52
"6967",53.04
"6968",53.06
"6969",53.03
"6970",52.06
"6971",51.3
"6972",51.47
"6973",52.71
"6974",52.76
"6975",52.84
"6976",53.49
"6977",53.39
"6978",54.02
"6979",53.55
"6980",52.3
"6981",53.45
"6982",53.25
"6983",53.87
"6984",54.45
"6985",53.88
"6986",54.1
"6987",53.19
"6988",53.05
"6989",53.77
"6990",53.76
"6991",54.16
"6992",54.22
"6993",53.91
"6994",55.48
"6995",55.84
"6996",55.49
"6997",55.73
"6998",55.43
"6999",55.4
"7000",55.72
"7001",55.99
"7002",55.81
"7003",56.58
"7004",56.63
"7005",56.37
"7006",56.49
"7007",57.12
"7008",56.94
"7009",57.39
"7010",57.34
"7011",57.01
"7012",57.3
"7013",56.81
"7014",56.43
"7015",56.54
"7016",56.51
"7017",55.07
"7018",55.33
"7019",55.82
"7020",55.66
"7021",55.56
"7022",56.32
"7023",56.54
"7024",56.17
"7025",56.87
"7026",55.38
"7027",55.43
"7028",55.1
"7029",55.76
"7030",54.22
"7031",54.22
"7032",53.46
"7033",52.88
"7034",54.37
"7035",54.02
"7036",53.34
"7037",53.57
"7038",52.61
"7039",52.78
"7040",51.99
"7041",52.84
"7042",51.7
"7043",52.4
"7044",53.91
"7045",53.94
"7046",54.34
"7047",54.03
"7048",53.68
"7049",54.5
"7050",55.38
"7051",55.33
"7052",55.74
"7053",54.32
"7054",54.6
"7055",54.64
"7056",53.88
"7057",53.02
"7058",53.38
"7059",53.34
"7060",53.68
"7061",54.59
"7062",55.05
"7063",55.11
"7064",54.29
"7065",54.35
"7066",54.01
"7067",53.26
"7068",53.18
"7069",51.82
"7070",51.93
"7071",50.97
"7072",51.56
"7073",52
"7074",51.27
"7075",51.8
"7076",50.54
"7077",50.29
"7078",48.87
"7079",48.57
"7080",48.11
"7081",49.16
"7082",49.65
"7083",48.96
"7084",49.83
"7085",50.15
"7086",49.86
"7087",50.74
"7088",51.46
"7089",50.95
"7090",49.4
"7091",48.99
"7092",49.4
"7093",49.24
"7094",49.52
"7095",49.85
"7096",50.58
"7097",49.88
"7098",49.88
"7099",49.86
"7100",50.28
"7101",49.63
"7102",49.97
"7103",50.71
"7104",51.07
"7105",51
"7106",50.54
"7107",49.21
"7108",49.21
"7109",49.02
"7110",49.31
"7111",48.18
"7112",47.77
"7113",46.95
"7114",48.66
"7115",48.26
"7116",48.58
"7117",47.58
"7118",47.02
"7119",48.97
"7120",47.8
"7121",48.89
"7122",49.73
"7123",49.91
"7124",49.52
"7125",48.97
"7126",48.58
"7127",48.87
"7128",50.54
"7129",50.5
